総合政策学【学期前半】【１４】,0.365154,-0.091410,0.651242,0.021376,-0.044428,-0.025539,-0.126999,0.154659,0.317199,-0.052955,-0.461520,0.214226,0.083857,-0.350955,-0.224991,-0.313814,-0.055980,-0.108137,-0.080259,0.073241,-0.023433,0.459267,0.062153,0.035018,0.151485,-0.223128,-0.103743,0.132359,0.090312,-0.479407,0.406874,0.397419,-0.202379,-0.206044,-0.001131,-0.039204,-0.225703,-0.017877,0.554731,0.003989,-0.020226,-0.505196,0.288057,0.080426,0.202362,-0.004478,-0.296372,-0.439015,0.083232,0.213291,0.344253,0.457142,-0.342655,0.356205,-0.371142,0.058160,-0.147814,0.866275,-0.492859,-0.039901,-0.068929,0.129771,0.178707,0.242566,-0.489420,0.573065,0.270133,0.080861,-0.333819,-0.519461,0.068738,-0.150645,-0.029197,0.109973,-0.388161,0.216796,0.058893,-0.374503,0.098835,-0.023431,0.037786,0.460579,-0.348770,-0.113393,-0.365739,0.471380,-0.241987,0.215050,-0.210626,-0.505256,0.334920,0.221673,0.046636,-0.360149,0.032398,-0.235715,-0.553118,0.547634,0.400074,0.051286,-0.362866,0.120980,0.114424,-0.443434,0.270898,0.055938,0.368407,-0.119688,-0.598480,-0.043003,-0.068507,-0.100889,0.493346,0.112033,-0.519152,-0.188441,-0.110326,0.121516,-0.353388,-0.320363,0.218780,-0.082785,-0.058786,-0.447123,-0.200137,0.108938,-0.072777,0.139087,0.165032,0.276396,0.329493,0.229234,0.488562,0.064206,0.003035,-0.165711,-0.605606,-0.014703,-0.228831,0.181868,0.225471,-0.077312,0.021280,0.152906,-0.006197,-0.147879,0.030426,0.171518,-0.203617,0.022931,0.294121,0.273927,0.105449,0.673911,-0.048804,-0.258092,0.232465,-0.395349,-0.302696,-0.362889,0.203387,-0.142593,-0.218146,-0.138807,-0.015093,-0.115947,-0.320882,-0.441172,0.327025,0.241731,-0.106386,-0.250514,0.229985,0.250036,0.352693,-0.288529,-0.253730,0.114592,-0.161293,0.099363,0.385830,0.260670,-0.206230,-0.206598,0.274744,-0.361118,-0.132568,-0.274887,0.027694,0.030733,0.082614,0.399982,0.211361,0.089888,-0.308889,0.164933,0.579102,0.135283,-0.703293,0.081969
環境情報学【学期前半】【１４】,0.907925,-0.263799,0.906841,-0.423296,0.202671,-0.355650,-0.669638,-0.031308,0.971155,0.004939,-1.349946,0.220841,-0.223582,-0.675700,-0.346828,-1.343017,-0.655501,-0.175743,-0.151686,0.160283,-0.565897,1.338902,-0.591036,0.191387,0.116597,-0.040608,0.075585,0.493124,-0.156888,-0.576360,0.745235,0.901956,-0.768380,-0.234971,-0.142292,-0.227185,-0.131203,-0.029701,0.939086,-0.369105,-0.505905,-0.958769,0.767842,0.014944,-0.353562,-0.534471,-0.382947,-1.144193,0.645039,0.392328,0.135335,0.608624,0.107922,0.913077,-1.219644,0.220541,-0.538984,1.940930,-1.257525,0.213946,-0.544211,-0.095395,0.067749,0.440301,-1.488077,1.246834,0.396193,0.046091,-0.620176,-1.303021,0.512513,0.012415,-0.017023,-0.243429,-1.438982,0.375646,-0.087868,-0.383660,0.837901,0.412848,0.182842,0.463340,-0.676347,-0.274234,-0.649877,-0.173565,-0.477841,-0.384909,-0.141733,-1.281439,0.291674,0.697763,0.361241,-1.032975,0.497863,0.447446,-0.586275,0.280736,0.626668,-0.123047,-1.025978,0.439663,0.219934,-0.598694,0.479544,0.099304,0.673253,0.265627,-1.001049,-0.015665,-0.739986,-0.381488,1.274023,0.529696,-0.866272,-0.005137,0.146872,0.755001,-1.229399,-0.990453,0.638824,-0.194101,-0.269895,-0.537366,-1.107462,-0.427889,0.325824,0.186937,0.924059,0.813741,0.092542,0.278782,0.291216,0.063318,-0.256286,0.088145,-1.449478,0.032846,-0.377121,0.582959,0.278740,-0.206616,0.654353,0.774779,-0.142874,0.065210,-0.423057,0.543958,-0.127767,-0.141846,0.877707,1.018215,0.366145,1.503588,-0.740552,-0.665313,0.432368,-0.375534,-0.788422,-1.377903,-0.468349,-0.024110,-0.542080,-0.270808,-0.050140,0.394369,-1.247794,-0.654729,0.948427,0.211247,-0.076009,-0.953946,0.018072,0.537593,0.023669,-0.200438,-1.015382,0.328585,-0.014488,0.371177,1.374551,0.901510,0.044993,-1.487566,0.430224,-0.836894,-0.311780,-0.576866,0.058470,-0.356370,0.566101,0.353967,-0.027547,0.801400,-0.637538,0.929407,1.426994,0.331472,-1.751186,0.049029
慶應義塾入門【１４】,-0.039025,0.233903,0.529642,-0.745515,0.031318,0.578614,0.226172,0.298860,0.676114,-0.094636,-1.110014,-0.406459,0.459705,-1.130593,-0.259179,-0.003704,0.153187,0.354123,0.097027,-0.194981,-0.275347,1.071934,-0.784312,-0.172909,0.340524,-0.514196,0.370942,0.128359,0.610272,-0.994770,-0.168188,0.092391,0.020113,-0.137780,-0.221301,0.198404,-0.481335,-0.213922,1.602666,0.411421,0.635860,-1.154288,0.750011,0.775022,-0.169762,0.580142,-0.421705,-1.312613,-0.278611,0.749884,0.521076,1.145910,-0.215870,0.710701,-0.112066,0.102657,-0.176291,1.738541,-0.796062,0.499287,0.092244,-0.053309,0.601655,0.388419,-1.084636,1.066536,1.366357,-0.190072,-1.304187,-0.633234,-0.159445,-0.024489,0.388425,0.210262,-0.955896,0.609321,0.406738,-0.665738,0.241825,-0.378172,0.196497,0.679377,-0.571379,1.004868,-0.348596,1.629227,0.407479,0.577378,-0.072900,-0.738906,0.073000,0.688184,0.935061,-0.064716,0.220635,-0.961415,-1.430548,0.702097,1.217695,-0.044377,-0.070210,0.091716,-0.330246,0.187754,0.244459,1.159468,0.396851,0.095482,-1.137797,0.129461,0.381096,-0.591654,0.770420,1.374662,-0.812200,-0.356837,0.003429,0.573498,-0.610558,-0.079389,0.480232,-0.214725,0.474352,-1.080042,0.139076,-0.238735,0.450449,0.169562,0.145895,0.643277,1.258037,-0.127510,0.747317,-0.419561,-0.100648,-0.732681,-1.004306,-0.310847,0.173644,-0.210972,-0.001207,0.144758,0.218166,0.570420,0.029941,-0.686098,0.160800,0.086468,0.114125,0.082255,0.642146,-0.279376,0.138636,1.606310,0.821262,-0.625521,0.722573,-0.264187,-0.238441,-1.577714,0.416055,0.692302,-0.330362,1.016984,-0.677951,0.201124,-1.016826,-1.134306,0.477316,0.336804,-0.223493,0.497478,0.076731,0.281334,-0.264499,-0.424723,-0.177113,0.740363,-0.428742,-0.284603,0.649252,0.210899,-0.470866,-0.569112,0.024932,-0.402232,0.440382,-0.853785,0.034414,0.248826,0.860748,1.016281,0.473645,-0.470996,-0.805165,0.443272,0.965000,0.583693,-1.413002,-0.900606
ＳＦＣ実践英語入門(Gateway A)【１４】,-0.204819,-0.221658,0.109126,-1.657293,-0.277841,-0.262404,-0.757065,0.002755,0.709888,0.213108,-2.021175,-0.660326,-0.181274,-1.144703,0.062145,-1.060946,-0.030794,-0.102028,0.044304,-0.038456,-1.189323,1.584508,-1.224151,0.131841,-0.042182,-0.237821,0.613184,1.216596,-0.478399,-0.402554,-0.335802,0.334010,-0.895858,0.584747,-0.602506,-0.627119,-0.472637,-0.539265,0.725375,-0.081655,0.036848,-0.923010,1.476477,0.115178,-1.620147,-0.721517,-0.494629,-1.307247,1.082286,0.672501,-0.161718,1.024029,0.287193,1.603998,-1.720688,0.519107,-0.416096,3.037798,-1.754016,0.878478,-0.141270,-0.246265,0.206582,0.591020,-2.153821,1.660435,1.181338,-0.060432,-1.630453,-1.472063,0.136416,0.036386,-0.221944,-0.094400,-1.546870,-0.000264,0.130163,-0.235173,1.362230,0.261062,-0.009058,0.548401,-1.068619,0.005808,-0.854110,0.474524,0.070526,-0.316260,0.277057,-1.635470,-0.631892,1.399505,1.162367,-1.113490,0.432487,0.820727,-0.277032,-0.461336,1.102134,-0.057446,-1.373334,0.714302,0.343004,0.317579,0.181397,1.252237,0.377703,0.950577,-1.140611,-0.090587,-0.795719,-0.867402,0.935525,1.406890,-0.091249,0.128265,0.469124,1.103040,-1.593498,-1.509876,0.062602,-0.311234,0.263314,-0.792203,-1.280826,-1.568835,0.960533,-0.595391,0.967057,0.713473,0.415494,-0.070086,-0.761241,-0.522766,-0.649031,-0.202625,-1.448080,-0.709763,0.117134,0.533471,-0.895273,-0.086705,1.883447,0.916724,-0.495403,-0.037744,-0.722012,0.741482,0.763454,0.153733,1.063452,0.461465,0.325863,1.428134,-0.956879,-0.287247,0.544386,-0.049587,-0.804410,-2.345168,-1.169299,0.618512,-0.801499,0.522500,-0.984644,0.858312,-1.575185,-0.843968,1.249775,-0.063967,0.683172,0.108750,-0.524132,0.362336,-1.395958,0.443660,-0.878763,0.624528,1.035767,0.301023,1.116708,0.781794,0.380118,-1.892155,0.750021,-1.477004,0.004963,-0.744816,-0.274106,-0.802104,1.560892,-0.049998,0.327994,-0.123292,-1.114608,0.807394,1.595202,0.147613,-2.435050,-1.284831
ドイツ語ベーシック１A【１４】,1.098340,-0.005713,2.174772,1.245021,-0.205261,0.684859,0.522758,0.798331,1.367248,0.106286,-1.048267,0.552505,1.242783,-1.213652,-1.225322,-0.243453,0.283026,-0.858923,0.259964,0.374956,1.057548,1.131248,1.476524,0.149613,0.590492,-0.810330,-0.758883,-0.186150,1.704530,-2.280733,1.414643,0.448497,0.298810,-0.854000,0.254823,0.724750,-1.177565,0.314529,2.214581,0.028542,0.571813,-1.658743,0.101418,0.488617,1.645539,0.631770,-0.438194,-1.194726,-0.259266,0.552340,1.028804,2.571340,-1.591437,0.502614,-0.175181,-0.170708,0.019393,1.136064,-1.022455,0.082399,-0.154980,0.334771,1.244375,0.525037,-0.383764,1.149800,1.101166,0.394438,-1.025208,-1.456142,0.226439,0.104454,0.720091,0.578059,-0.937560,0.526122,0.841139,-1.924735,-0.857025,-0.723127,-0.171075,1.537145,-0.437600,0.156131,-0.794363,3.007112,-0.403851,1.590638,-0.477752,-0.788914,1.755633,-0.138843,0.062877,-0.460018,-1.188000,-1.863541,-2.986574,2.359413,1.807145,0.326550,-0.338065,0.052177,0.054365,-1.831454,0.657922,0.367140,1.202667,-1.352930,-1.985475,-0.611697,0.923429,0.328360,1.814996,0.499076,-2.338615,-0.788264,-0.453640,-0.090000,-0.736529,0.560147,1.076367,0.141713,0.223269,-2.010114,0.409171,1.346523,-0.660107,0.614722,-0.153835,0.619167,1.935194,0.081733,2.146274,0.030143,0.612164,-0.458553,-1.284919,-0.365101,-0.771953,0.081739,1.550699,0.074559,-1.102634,0.251326,0.241323,-1.196830,0.148450,-0.336706,-0.904359,0.282957,1.096305,-0.239604,0.799587,2.279090,1.001697,-1.170331,1.122618,-1.353169,-0.065769,-0.306785,2.016322,-0.615507,-0.556380,-0.380251,0.445002,-0.320152,0.000762,-1.759616,0.345453,1.460679,-1.013163,-0.512144,1.217349,0.315876,1.743685,-1.580937,-0.180365,0.121919,-1.026553,-0.405643,-0.158842,0.116355,-1.308805,0.443597,-0.047154,-0.328092,-0.022239,-1.055085,-0.559533,0.965461,-1.264792,1.386777,1.308070,0.487476,-0.553062,-0.300634,0.785755,0.857497,-0.699192,0.355669
ドイツ語ベーシック２A【１４】,1.133979,0.272139,2.130618,0.764194,-0.172898,0.803926,0.420716,0.938114,1.180235,-0.162002,-0.804798,0.612397,1.030085,-1.244253,-1.201653,-0.416166,0.139860,-0.695071,0.271814,0.311125,1.104670,0.968433,1.077773,0.063058,0.744896,-0.739628,-0.750842,-0.086516,1.356819,-1.897728,1.334124,0.573175,0.159513,-1.004463,0.081915,0.680040,-1.117261,0.163490,1.939919,0.154830,0.611417,-1.572863,0.069438,0.551798,1.396786,0.583799,-0.746936,-1.186701,-0.479785,0.583325,0.966211,2.072101,-1.456391,0.370411,-0.057959,-0.049531,0.074733,1.256891,-1.048660,-0.074886,-0.260353,0.241445,1.150414,0.871570,-0.522326,1.181222,1.259598,0.270710,-1.083298,-1.189605,0.089684,-0.072001,0.721455,0.683876,-1.100428,0.582273,0.626669,-1.877373,-0.773490,-0.568970,0.029843,1.516558,-0.544941,0.149796,-0.550647,2.734201,-0.579022,1.402706,-0.534810,-0.833452,1.377757,0.019417,-0.073215,-0.398606,-0.849908,-1.746368,-2.702793,2.246001,1.703742,0.285560,-0.543272,-0.121989,0.149471,-1.647011,0.833192,0.363737,1.499746,-1.052723,-1.807806,-0.747401,0.908230,0.286628,1.560945,0.530492,-2.077041,-0.797301,-0.513834,0.007316,-0.647010,0.550229,0.901013,0.055523,0.059470,-1.741507,0.290170,1.212441,-0.643173,0.564664,-0.161103,0.616788,1.747418,0.115924,2.035910,-0.023518,0.788231,-0.414762,-1.280043,-0.320251,-0.758932,0.103059,1.309365,-0.162338,-1.001729,0.207440,0.177570,-0.952038,0.350876,-0.084900,-1.001491,0.177447,0.980512,-0.035299,0.614626,2.135080,0.842089,-1.120964,0.964564,-1.437330,0.006442,-0.532949,1.691561,-0.640952,-0.529495,0.007832,0.389696,-0.157879,-0.122254,-1.574544,0.471114,1.222325,-0.920164,-0.426400,1.338126,0.048540,1.511778,-1.463040,-0.173962,0.162413,-0.921978,-0.326780,-0.001640,0.134261,-1.111861,0.355254,-0.122739,-0.417210,0.018072,-0.944746,-0.332479,0.866111,-0.977248,1.295585,0.823475,0.258218,-0.717285,-0.147952,0.859714,0.889527,-0.794663,0.293459
フランス語ベーシック１A【１４】,-0.327802,0.153840,0.626064,-0.267812,-0.860003,0.373042,0.227545,0.359499,0.436332,0.654912,-0.922122,-0.112082,0.739597,-0.838249,-0.469758,-0.178059,-0.168289,-0.269917,-0.226412,0.396855,0.371925,0.529837,0.269970,0.214231,0.003037,-0.485244,0.416385,0.873234,0.651690,-0.526681,0.208640,-0.039959,-0.064033,-0.201647,-0.384520,-0.193716,-0.849852,0.240788,0.410579,0.227106,0.444641,-0.388576,0.504577,0.388113,0.445368,-0.254866,-0.190998,-0.106631,-0.010910,0.093149,0.106494,1.314587,-0.229176,0.418078,-0.777696,0.297574,0.052334,0.924456,-0.950408,0.489412,0.591751,0.115651,0.640811,0.131585,-0.683969,1.024752,0.946311,0.123597,-0.765045,-0.659912,-0.100846,-0.490284,0.461175,0.218986,-0.501659,-0.220837,0.278776,-0.946872,-0.153230,-0.235455,-0.528709,0.334081,-0.441022,-0.080862,-0.090736,1.557746,-0.052427,0.536544,0.106832,-0.590653,0.214604,0.478041,0.613913,0.144971,-0.530030,-0.639232,-1.103099,0.368020,0.863698,0.076625,-0.417100,-0.435292,0.266862,-0.421056,0.048539,0.780732,0.193423,-0.067025,-0.367080,-0.912416,0.349996,-0.032903,0.448267,-0.009721,-0.436907,0.060731,0.192023,-0.020401,-0.390800,-0.073891,-0.085455,-0.255829,0.395262,-0.832158,-0.189439,-0.147893,0.278338,-0.274441,0.198793,0.247333,0.911018,-0.032086,0.029201,-0.401275,-0.033246,-0.296532,-0.769105,-0.319645,-0.233056,0.295733,-0.230468,0.043687,0.506855,-0.163037,-0.101767,-0.548466,0.220049,-0.164561,0.396260,0.017436,0.660031,-0.442361,0.160888,0.636709,-0.397360,-0.554858,0.572662,-0.379613,-0.128880,-0.606410,0.219621,-0.359447,-0.016121,0.227457,0.125636,-0.029059,0.139115,-0.694456,0.866199,0.552973,0.341675,-0.018808,0.678112,0.029990,-0.003857,-0.701561,-0.318735,0.137243,0.833150,-0.029255,-0.181824,0.201491,0.223656,-0.382254,0.113533,-0.289407,0.301289,-0.395463,-0.261226,-0.001567,-0.294622,0.239869,0.576867,-0.425873,-0.970630,-0.552003,0.239704,0.123346,-0.788758,-0.419759
フランス語ベーシック２A【１４】,-0.412090,0.042163,0.468068,-0.288899,-0.855471,0.287309,0.173518,0.337149,0.369839,0.644828,-0.920670,-0.238412,0.653053,-0.794624,-0.352420,-0.183767,-0.126872,-0.272463,-0.251344,0.349576,0.252675,0.458505,0.166915,0.259798,-0.015206,-0.430252,0.367434,0.877544,0.595862,-0.447288,0.055637,-0.071313,-0.098047,-0.067686,-0.417168,-0.379581,-0.817787,0.168388,0.334609,0.129322,0.328870,-0.288984,0.548970,0.356817,0.344072,-0.335210,-0.135846,-0.102452,0.111280,0.084402,0.061326,1.268803,-0.192036,0.365658,-0.894211,0.273947,0.017003,0.915055,-0.995110,0.588520,0.583704,0.133663,0.585939,0.062626,-0.699410,0.994523,0.903585,0.250763,-0.706470,-0.675523,-0.000418,-0.477652,0.394798,0.181692,-0.431611,-0.276670,0.273245,-0.830413,-0.043186,-0.201631,-0.582080,0.355873,-0.424256,-0.178059,-0.201278,1.408614,0.015087,0.486028,0.064249,-0.549525,0.170975,0.433978,0.611239,0.077457,-0.533752,-0.482395,-0.863012,0.245247,0.779667,0.119502,-0.422434,-0.354024,0.341811,-0.309780,-0.085289,0.752375,0.080455,0.005960,-0.315308,-0.748288,0.220224,0.009712,0.481264,-0.021018,-0.334162,0.140587,0.307732,0.014442,-0.365970,-0.220783,-0.131549,-0.276255,0.377204,-0.799396,-0.244386,-0.294129,0.281637,-0.342133,0.312211,0.186601,0.839066,-0.048490,-0.181717,-0.395497,-0.093543,-0.215602,-0.744229,-0.381325,-0.208982,0.304895,-0.279156,0.015099,0.598470,-0.205452,-0.156438,-0.481044,0.142471,-0.117224,0.481039,0.066117,0.633446,-0.422895,0.137455,0.600760,-0.507167,-0.439436,0.539789,-0.308932,-0.212492,-0.573838,0.197088,-0.312856,-0.053376,0.139247,0.055038,-0.054388,0.107044,-0.642710,0.835919,0.463165,0.433876,0.048604,0.526280,0.110713,-0.146503,-0.504205,-0.354459,0.070719,0.912408,0.023007,-0.199435,0.223513,0.260164,-0.395829,0.197512,-0.397591,0.214426,-0.398412,-0.281943,-0.098971,-0.241078,0.207386,0.659737,-0.378078,-0.880151,-0.563009,0.164510,0.041614,-0.834766,-0.407185
中国語ベーシック１A【１４】,0.283668,-0.285467,1.476955,0.384772,0.214616,0.757616,0.047737,0.549313,0.605618,-0.396761,-0.471971,-0.207266,1.040485,-1.195564,-0.790809,-0.989675,-0.240394,-0.353929,0.392841,0.355527,1.464980,0.585423,0.890535,0.900347,1.144435,0.139624,-1.077909,0.220534,1.187702,-1.236895,0.286898,-0.142740,-0.385864,0.125293,-0.636896,-0.249376,-0.995968,0.244635,1.398458,-0.170934,-0.190449,-0.329319,0.205818,1.206901,1.153840,0.750541,-0.677294,-1.322209,0.094119,0.079443,-0.445518,1.446608,-0.815900,-0.390186,-0.895637,-0.173662,0.357971,-0.186881,-1.388461,0.787599,-0.588393,-0.219253,1.168108,1.212032,-0.878937,0.865632,1.032768,0.893886,-0.208073,-1.713447,1.087896,0.381116,1.082157,-0.040614,-0.871917,-0.088776,0.289397,-1.500582,-0.404015,-0.030326,-0.066779,1.576541,0.208361,-0.195449,-0.951672,1.801157,0.061674,1.036280,-0.470613,-0.476967,1.392457,-0.355662,0.172743,-0.949180,-1.184034,-0.155184,-1.253381,0.884413,1.832525,0.353256,-1.177722,-0.200787,0.574910,-0.618385,-0.384107,0.474740,1.289473,-0.271768,-1.771440,-1.271730,0.597800,0.755550,2.041270,0.517537,-1.896686,0.075297,0.435622,0.646531,-0.106648,0.710516,0.368022,-0.050740,-0.343016,-1.485293,0.132086,0.942420,-0.529818,0.555688,0.415587,0.284789,1.149749,-0.664557,0.472092,-0.134595,0.298111,0.657477,-0.798612,-1.000297,-0.719151,0.373251,1.279431,0.010729,-0.300991,0.596249,-0.025203,-0.759343,-0.708373,-0.048433,-0.199912,0.282972,1.320390,0.095461,1.038818,1.875678,-0.053823,-0.985388,0.789380,-0.855136,0.065695,-0.111637,1.451973,-0.741295,-1.291647,-0.607965,0.760345,-0.404887,0.085994,-1.475150,0.832329,0.537062,-0.770856,0.278592,0.482775,0.462795,0.400613,0.139194,0.123286,-0.503171,-0.431635,0.165607,-0.648342,-0.144158,-0.571567,0.018838,0.058290,-0.592119,0.184835,-1.551852,-0.969053,-0.306551,-1.281063,1.235153,0.547049,0.203527,-0.396660,-0.025678,0.062185,1.322051,0.246069,0.079590
中国語ベーシック２【１４】,0.163730,-0.084523,1.411985,0.461778,-0.148602,0.449509,-0.091029,0.447483,0.409653,-0.481601,-0.217719,-0.076875,0.624714,-0.780070,-0.580166,-0.992003,-0.200650,-0.283564,0.289512,0.366660,1.303755,0.343680,0.544257,0.768727,1.157465,0.317342,-1.099367,0.233613,0.907515,-1.312743,0.612977,-0.351452,-0.231857,0.044907,-0.489792,-0.221582,-0.713968,0.153334,1.568121,-0.182429,-0.402087,-0.471184,0.055340,1.062318,1.085645,0.933683,-0.842475,-1.226073,-0.027307,0.228285,-0.261565,0.895298,-0.917993,-0.813262,-0.640914,-0.126256,0.223697,-0.321516,-1.146265,0.596119,-0.775303,-0.189171,1.261957,1.329349,-0.933581,0.758344,0.952032,0.874931,-0.091685,-1.320280,1.061707,0.295215,0.959780,0.046843,-1.085846,-0.095637,-0.096252,-1.253887,-0.482286,0.032983,0.118227,1.507353,0.302385,-0.027828,-1.037169,1.664340,-0.244733,0.904052,-0.545971,-0.577568,1.143487,-0.330123,-0.019758,-0.898058,-1.000901,-0.125599,-0.904122,1.047010,1.542379,0.332477,-1.164990,-0.264654,0.617635,-0.299112,0.069349,0.537711,1.255323,-0.322769,-1.852601,-0.999663,0.691444,0.651024,2.141310,0.663823,-1.697673,-0.218311,0.198675,0.855305,-0.139377,0.854401,0.500451,0.047652,-0.568681,-1.070945,0.069696,0.847888,-0.512258,0.685505,0.390960,0.311089,1.117972,-0.578462,0.645420,0.012783,0.234621,0.593963,-0.918522,-0.920590,-0.760572,0.347036,1.420740,0.004330,-0.349122,0.855543,-0.279253,-0.687702,-0.538423,0.206453,-0.275687,0.238412,1.088244,0.339716,1.046175,1.686544,0.167844,-0.902921,0.688904,-0.805067,0.067419,0.130115,1.111529,-0.719906,-1.037215,-0.592795,0.700711,-0.288608,0.054384,-1.333148,0.690566,0.656845,-0.607056,0.105906,0.191583,0.280082,0.436731,0.369853,0.319531,-0.506998,-0.679568,0.383719,-0.470032,-0.171536,-0.491760,0.066064,0.288663,-0.510855,0.264673,-1.322262,-0.697251,-0.358856,-0.975016,1.300637,0.446449,0.065574,-0.407341,-0.032862,0.269292,1.568199,0.207631,0.121498
